cuál,どれの
viene,来ます
volver,戻る
toma,撮影
caso,場合
agua,水
haré,私はします
vete,どこかに行って
entiendo,わかった
horas,時間
personas,人
capitán,キャプテン
adelante,どうぞ
niño,男の子
listo,頭がいい
noches,ナイツ
buenos,良いもの
iba,行こうとしていた
juntos,一緒
dame,私に与える
único,個性的
déjame,私にさせて
cerca,選ぶ
otros,他人
sigue,続ける
grande,大きい
arriba,その上
jefe,ボス
habla,話します
supongo,私は考えます
manera,道
quieren,彼らが欲しいです
feliz,ハッピー
significa,その意味は
sangre,血液
fin,終わり
bajo,下
llama,電話
venir,来て
morir,死ぬために
importante,重要
hiciste,した
ojos,目
escucha,リッスン
entrar,入れ
ningún,どれか
corazón,心臓
diablos,悪魔
necesitamos,必要
atrás,後ろ
durante,その間
dices,いう
nuestros,私たちの
persona,人
abajo,下
dr,DR
hija,娘
dejar,させて
necesita,する必要がある
llegar,取得するため
hago,行う
señora,MS
haya,は
suficiente,足りる
doctor,医者
gustaría,したい
tierra,土地
cara,高価な
siquiera,少なくとも
genial,いいね
cree,クリー
supuesto,想定
tomar,飲む
equipo,チーム
justo,ただ
juego,演奏する
ninguna,なし
matar,殺す
cinco,五
dicen,いう
amo,愛
cuándo,いつ
pequeño,小さな
algunos,いくつか
conozco,知る
clase,クラス
maldito,のろわれました
unas,爪
muchos,たくさんの
hubiera,持っていました
segundo,2番目
aunque,もしそれでも
pueda,できる
dime,教えて
igual,同じ
comida,食物
ay,おー
cuerpo,体
encontrar,探す
fuerte,強い
vuelta,戻る
venga,来て
creer,信じる
realidad,現実
saben,彼らは知っている
puta,雌犬
deberías,あなたがすべき
pregunta,質問
fui,Iました
cuatro,四
sra,MS
primer,最初
trabajar,仕事へ
e,と
hagas,あなたがやる
alto,高い
maldita,くそ
comer,食べる
número,番号
dar,与える
necesitas,あなたの必要性
oportunidad,チャンス
punto,点
misma,同じ
última,過去
afuera,外
mujeres,女性
pensar,考える
fueron,彼らはいた
difícil,難しい
vivir,ライブへ
paso,彼は合格しました
malo,悪い
estabas,あなたがいました
vivo,生きている
haga,作る
queda,残されています
hijos,息子
mayor,より高いです
fiesta,パーティ
hacen,作る
medio,半分
algunas,いくつか
basta,十分
arma,武器
vino,ワイン
meses,ヶ月
cuarto,ベッドルーム
éste,これ
escuela,学校
esté,東
dólares,ドル
tío,叔父
posible,可能
tuve,私が持っていました
fácil,簡単
preocupes,心配
luz,ライト
eran,彼らはいた
carajo,くそ
final,最後の
lista,準備
trata,約
armas,兵器
hermana,妹
exactamente,まさに
chicas,女の子
podía,私はできた
bastante,とても
seguridad,安全
pasando,行き
esperando,待っている
acá,ここ
teléfono,電話
perro,犬
fuego,火
murió,死亡しました
tampoco,また
sola,1人
estuvo,彼がいた
verte,あなたに会うには
iré,私が行きます
tenido,染め
culpa,有罪
veras,わかるでしょ
adónde,どこへ
buscando,検索
cuanto,いくら
padres,親
paz,平和
demonios,悪魔
estará,なります
cual,どれの
perdón,許し
asi,それで
jugar,演奏する
pensando,考え
esperar,予想
sabemos,私たちは知っています
recuerdo,私は覚えています
par,ペア
joven,若い
seguir,引き続き、続きます
pueblo,街
tenga,持ってる
caballeros,諸君
idiota,バカ
dio,与えました
minuto,分
bebé,赤ちゃん
única,それだけ
lejos,遠い
nuestras,私たちの
plan,予定
pienso,おもう
sentido,検出
dormir,寝るため
digas,あなたは言う
palabra,語
correcto,右
control,コントロール
vemos,私たちは見る
entiendes,分かるでしょう
país,国
seis,六
último,最新
ésta,は
diga,教えて
podrías,出来ますか
pequeña,小さな
cállate,シャット
trato,処理
rey,王
sucede,たまたま
muchachos,少年たち
jamás,一度もない
cama,ベッド
srta,MS
ayudar,ヘルプへ
acerca,約
di,与えました
cambio,変化する
falta,足らない
hospital,病院
lleva,運びます
presidente,大統領
mil,一千
gusto,味
conoces,ほら
diciendo,格言
os,君
ido,ゴーン
general,全般的
extraño,変
semanas,週間
coche,車
peor,悪い
mucha,たくさん
disculpe,すみません
diré,私は言うだろう
anoche,昨晩
perder,失う
vámonos,さあ行こう
nave,船
cielo,ダーリン
habrá,あるだろう
orden,注文
segura,安全
querida,親愛な
niña,少女
increíble,すばらしい
además,そのうえ
deben,したほうがいい
libro,本
calle,街
café,コーヒー
piensas,考える
hacemos,私達が作ります
especial,特別
queremos,我々はしたいです
irme,離れる
perfecto,完全
buscar,探す
odio,嫌い
piensa,考える
oficina,オフィス
hablas,話す
libre,自由
agente,エージェント
york,ニューヨーク
llamar,コールへ
mala,悪い
detrás,後ろ
viste,ドレス
dile,彼に伝えて
grandes,大きい
recuerdas,覚えて
real,本物
estaban,そうだった
mía,私の
frente,フロント
perdido,失った
llamo,電話する
muertos,死
millones,何百万人
asesino,暗殺者
sueño,夢
quisiera,私は...したい
habría,あるだろう
hará,意思
viaje,トラベル
probablemente,多分
resto,休み
estaré,私は〜になる
maldición,呪い
lamento,嘆く
muchacho,若い男
avión,飛行機
ropa,衣類
fuerza,力
llamado,呼ばれます
oído,聴覚
dado,サイコロ
encima,オン
negro,黒
usar,使用する
información,情報
uds,君
preguntas,質問
tuvo,彼は持っていた
secreto,秘密
vuelve,戻り値
miren,見る
quieras,欲しいです
haría,どうなります
acaba,ただ
otras,他の
incluso,平
sientes,あなたが感じる
deberíamos,我々はすべき
haz,作る
decirte,あなたを伝えます
boca,口
dolor,痛み
baño,浴
adentro,屋内
profesor,先生
habitación,ベッドルーム
daño,傷つく
tuyo,あなたの
seas,NS
noticias,ニュース
demás,残り
querido,親愛な
duro,続きました
poner,設定
prueba,証拠
mire,見て
tonto,バカ
campo,田舎
siendo,であること
diez,十
ése,それ
tranquilo,落ち着いて
asunto,事件、出来事
acabó,ただ
quédate,止まる
derecho,右
placer,喜び
recuerda,覚えて
estuve,Iました
tratando,しよう
ejército,軍
futuro,将来
llevar,着る
compañía,会社
venido,私が来ます
listos,準備
haremos,意思
sitio,サイト
verlo,彼を見ます
puesto,露店
atención,注意
sino,そうでなければ
cambiar,変化する
error,エラー
blanco,白い
raro,変
palabras,言葉
llegó,私は到着します
sal,塩
pase,たまたま
mente,マインド
sistema,システム
película,映画
anda,ANDA
ello,それ
negocio,対処
novia,彼女
permiso,許可
creí,考え
suena,音
ocurre,発生
oficial,正式
espere,待って
aire,空気
mató,彼は殺しました
regresar,復帰へ
vio,鋸
hazlo,やれ
trasero,後方
grupo,グループ
entendido,了解した
señorita,お嬢
música,音楽
perra,雌犬
conoce,知られています
empezar,始める
siente,フィール
acabo,終了した
estúpido,バカ
diferente,違う
traje,コスチューム
modo,モード
encontré,IのFOUND
mensaje,メッセージ
llamada,電話
navidad,クリスマス
eras,年齢
pena,痛み
largo,長いです
entra,入り
piso,平らな
foto,写真
dijeron,彼らは言った
médico,医者
accidente,事故
fuiste,あなたがいました
imposible,不可能
podríamos,我々は出来た
línea,ライン
propia,自分の
barco,ボート
ganar,勝つために
normal,正常
segundos,秒
vive,それは住んでいます
mitad,半分
quiera,欲しいです
tras,後
decirle,教えて
lindo,可愛い
funciona,できます
programa,プログラム
vine,来ました
abre,開きます
sean,それは
pagar,賃金へ
fotos,写真
centro,中心
supone,想定
basura,ごみ
situación,状況
mejores,上
vienen,彼らが来る
encanta,愛
marido,夫
personal,個人的
maestro,先生
hambre,飢え
ataque,攻撃
culo,尻
dale,どうぞ
pie,足
conseguir,得る
trabajando,働く
gracioso,面白い
dejó,させて
pudo,できる
derecha,右
izquierda,左
próxima,次
pobre,貧しい
respuesta,答え
tipos,種類
sentir,感じられる
tenías,持っていました
pude,できる
darle,彼にあげる
voz,ボイス
amiga,友人
gustan,お気に入り
vista,見る
salvo,それ外
loca,クレイジー
hotel,ホテル
hicieron,彼らが作った
ten,十
temo,恐れ
señal,サイン
pelo,髪
llevo,身に付ける
ayer,昨日
das,あなたが与える
nena,ひよこ
servicio,サービス
tren,列車
bonito,美しい
mes,月
tendrá,持っています
tendrás,あなたが持っています
edad,年
ellas,彼ら
hermosa,美しいです
honor,名誉
simplemente,単に
llamas,通話
tengas,あなたが持っている
corre,実行
baja,短い
sol,太陽
siéntate,座って下さい
dan,与える
humano,人間
divertido,楽しい
sexo,性別
vuelto,投入
peligro,危険
mesa,テーブル
siguiente,続く
hablo,I話します
disculpa,言い訳
decirme,教えて
caja,箱
negocios,仕事
misión,ミッション
silencio,静かにして
sale,出てくる
llegado,到着した
estaría,それは希望
regreso,戻る
media,半分
estan,それは
propio,自身の自己
oro,ゴールド
enseguida,すぐに
linda,美しい
prometo,約束します
esposo,夫
norte,北
hubo,だった
juro,私は誓います
muerta,死
interesante,面白い
pensaba,考え
busca,目指します
terminar,結局
tendré,私は持っています
completamente,完全に
cita,予定
siete,セブン
cumpleaños,たんじょうび
abogado,弁護士
alrededor,その周り
cerebro,脳
porqué,どうして
llave,レンチ
santo,聖なる
hermoso,ハンサム
necesario,必要
edificio,建物
irnos,離れる
aun,まだ
tendremos,我々は持っています
vayas,行く
doy,与える
trae,もたらします
salió,彼は左
ley,法
ahi,そこの
verdadero,NS
pelea,喧嘩
banco,銀行
terrible,ひどい
calma,落ち着け
cena,夕食
daré,私があげます
gobierno,政府
comprar,買う
creen,信じる
sargento,軍曹
destino,行き先
existe,存在します
hacía,向かって
novio,新郎
sala,部屋
través,終えた
regalo,現在
iglesia,教会
decía,彼は言った
cualquiera,どれか
excelente,優秀な
esperen,予想
deseo,願い
alma,魂
diablo,悪魔
deje,離れる
cuántos,たくさんの
espada,剣
estábamos,我々はなかったです
carne,お肉
maravilloso,素晴らしい
vidas,静物
sucedió,それは起こった
oí,私は聞いた
peligroso,危険な
dirección,方向
libertad,自由
jesús,イエス
ocurrió,発生した
veré,私が表示されます
sueños,夢
pudiera,できる
detective,探偵
sorpresa,サプライズ
tuya,あなたのもの
pies,フィート
club,クラブ
terminado,終了した
infierno,地獄
creía,考え
luna,月
salvar,保存する
carta,手紙
estés,NS
cielos,天上
teniente,中尉
encuentra,発見
veamos,どれどれ
quise,私は欲しかった
escúchame,私の話を聞いて下さい
necesitan,必要
ambos,それらの両方
decisión,決断
enemigo,敵
hicimos,私たちでした
dulce,キャンディー
pruebas,テスト
querías,欲しいです
abuelo,おじいちゃん
totalmente,完全に
mirando,見ること
vayan,行く
carrera,人種
vuelo,フライト
ante,を考慮して
bienvenido,いらっしゃいませ
harás,あなたは〜をします
encontramos,我々は気づく
encontrado,見つかった
contacto,コンタクト
posición,位置
saberlo,知っている
planeta,星
humanos,人間
coronel,大佐
junto,一緒
diría,言うでしょう
ésa,それ
base,ベース
oír,聞く
suelo,私は通常
pelear,喧嘩
ayudarte,助けます
pistola,銃
frío,寒い
comandante,指揮官
partes,部品
llega,到着
verás,わかるでしょ
sur,南
iremos,私たちは行きます
rato,暫く
mar,海
espacio,スペース
asesinato,殺人
ventana,窓
prisa,急ぐ
tienda,店
cámara,カメラ
puedas,できる
según,によると
broma,ジョーク
reunión,ミーティング
despierta,起きろ
sacar,テイクアウト
tí,君
segunda,2番目
papel,論文
locura,瘋癲
departamento,デパートメント
horrible,最悪
enfermo,病気
pregunto,私が尋ねます
cárcel,牢屋
órdenes,受注
intento,試してみました
isla,小島
salida,出口
llamó,電話する
volveré,戻ります
usa,用途
gato,猫
hagan,作る
dejes,離れる
duele,それは傷つけます
vengan,来て
crimen,犯罪
esperaba,私は期待しました
causa,原因
bar,パブ
seré,私は〜になる
ocho,八
temprano,早い
río,川
relación,関係
drogas,薬物
luces,ライト
bromeando,冗談
ojalá,場合にのみ、
hablamos,私たちは話す
trabaja,ワークス
irse,離れる
libros,図書
radio,無線
vienes,あなたが来ます
quedan,それは
excepto,それ外
brazo,腕
tome,取る
rojo,赤
conocido,知られています
universidad,カレッジ
investigación,調査
batalla,戦い
reglas,ルール
cargo,位置
hogar,家
ninguno,なし
dieron,彼らは与えました
vuelva,戻る
sabías,ほら
respeto,尊敬する
estación,駅
corte,切る
paciente,忍耐強い
encuentro,ミーティング
energía,エネルギー
dejado,左
baile,ダンス
abuela,おばあちゃん
caliente,ホット
vieja,年
viendo,見て
veremos,様子を見よう
rayos,レイ
simple,単純
bailar,ダンス
papa,お父さん
triste,悲しい
zona,ゾーン
serás,あなたはするであろう
guardia,ガード
canción,歌
salud,健康
escuchar,聞く
parar,止まる
estarás,あなたはするであろう
cenar,夕食を持っています
soldados,兵隊
caballo,うま
serán,なります
estaremos,我々は次のようになります
interesa,興味がある
volar,飛ぶ
principio,始まり
nivel,レベル
cálmate,落ち着いて
conocer,知る
finalmente,ついに
alegro,嬉しい
debajo,下
podrían,できる
bosque,森林
bonita,かわいい
bolsa,バッグ
pone,場所
taxi,タクシー
ocupado,占領下
amable,良い
acaso,多分
detente,止まる
imbécil,バカ
san,聖人
equivocado,違う
viva,住む
puso,置く
obra,建設現場
consejo,助言
público,公衆
ayúdame,助けて
animales,動物
azul,青
apuesto,ハンサム
prisión,刑務所
mirar,見る
inteligente,頭いい
metros,メートル
fantástico,素晴らしい
próximo,次
jugando,演奏
ojo,目
salga,でる
vea,見る
llaman,電話
entrada,エントリ
duda,疑問に思う
cerveza,ビール
unidos,ユナイテッド
matado,殺されました
princesa,お姫様
perdí,私は逃した
entender,理解する
santa,NS。
quedar,止まる
miles,数千
llamaré,私は電話しますよ
compañero,同僚
pensado,考え抜いた
espalda,戻る
dejé,離れる
bomba,爆弾
cartas,カード
apenas,かろうじて
leer,読む
hermanos,兄弟姉妹
darme,ください
papi,お父ちゃん
mantener,保つ
suyo,あなたのもの
rico,リッチ
verla,それを参照してください
lee,読む
sigues,あなたはまだあります
toca,劇
olvídalo,これを忘れます
acción,アクション
hayas,持ってる
dioses,神々
mando,指図
dejaré,私は行きます
llegue,着いたよ
formas,シェイプ
uh,ええと
cierra,閉じ
damas,女性
puente,橋
memoria,メモリー
regresa,戻ってきた
muévanse,動く
parecía,ように見えた
vestido,ドレス
llaves,キー
tv,テレビ
camión,トラック
acabar,終了
robot,ロボット
llevó,身に付ける
montón,ヒープ
estuviste,あなたがいました
máquina,機械
puertas,ドア
podamos,私たちはできる
muere,死んで行きます
trago,飲む
mayoría,多くの
reina,女王
lleno,満杯
inglés,英語
don,ドン
soldado,兵隊
estrella,スター
escuche,私は聞いた
valor,価値
pido,私が尋ねます
delante,の前に
código,コード
héroe,勇者
fe,信仰
capaz,有能
verme,私を見て
beber,飲む
velocidad,速度
darte,あなたを与えるために
llevas,取る
partido,マッチ
estuviera,だった
dia,日
opinión,意見
irte,離れる
cocina,キッチン
abrir,開く
perros,犬
tambien,同様に
sepa,知る
pareces,見る
escribir,書き込みへ
golpe,吹く
tenia,私が持っていました
alta,高い
estados,州
tocar,演奏する
vuelvo,戻ってきます
habían,彼らが持っていた
ganas,欲望
hacerte,作る
dejo,左
volvió,戻った
ejemplo,例
contar,教えて
tenían,彼らが持っていた
propósito,目的
entiende,理解
empieza,開始
anillo,指輪
londres,ロンドン
tendría,持っています
pedir,聞く
estilo,スタイル
ayudarme,助けて
pista,追跡
cambiado,かわった
escapar,エスケープ
eeuu,米国
encontró,彼は見つけた
espíritu,精神
viejos,年
molesta,動揺
nota,ノート
diferencia,違い
tratar,試す
precio,価格
caballero,騎士
sirve,それがあります
alegra,ハッピー
doble,ダブル
agradable,楽しい
embargo,禁輸
tengan,持ってる
tuvimos,我々は持っていた
sube,上がる
estén,それは
mami,ママ
emergencia,緊急
cuello,首
boda,結婚式
aprender,学び
té,お茶
informe,報告
blanca,白い
experiencia,経験
debía,したほうがいい
podido,私は持っている
mentira,嘘
director,監督
mata,ブッシュ
exacto,まさに
déjalo,ほっといて
defensa,防御の
tuviste,あなたが見た
confiar,信頼
color,色
hacerle,作る
aquel,それ
conocí,会いました
probar,試す
príncipe,王子
irá,に行きます
despacio,ゆっくり
tiro,投げました
vacaciones,休日
perdió,失った
fondo,バックグラウンド
verde,緑
parecen,彼らはのように見えます
mama,ママ
bienvenida,ようこそ
opción,オプション
operación,手術
hablado,話した
traer,持ってくる
principal,主要な
demonio,悪魔
zapatos,靴
leo,獅子座
respecto,尊敬
nuevos,新着
especie,種族
pidió,彼は尋ねた
éxito,成功
cabrón,脳たりん
mírame,私を見て
piernas,下肢
unidad,単位
hielo,氷
llegamos,我々が到着
déjeme,私にさせて
debí,したほうがいい
vendrá,来る
matrimonio,結婚
habías,持っていました
podrá,あなたはできる
piel,肌
preocupa,心配
quedarme,止まる
mio,自分の
tuviera,持っていました
tiempos,時間
quienes,WHO
oiga,聞く
últimos,最新
oigan,聞く
fuimos,行った
arte,美術
necesitaba,必要に応じて
quiénes,どなた
común,一般
intentando,しよう
llevaré,私がもらう
levántate,起きる
correr,走る
brillante,キラキラ
calor,ホット
planes,予定
dra,DRA
visita,訪問
presión,プレッシャー
pared,壁
esperanza,望み
completo,満杯
subir,増加
cansado,疲れた
llame,私は呼びました
recordar,覚えて
trampa,トラップ
monstruo,モンスター
bajar,降りる
pierna,足
señores,拝啓
tomó,Iテイク
pasará,それが起こるのだろう
mataste,あなたが殺しました
grandioso,壮大
socio,相棒
herido,怪我した
cayó,それが落ちました
fuerzas,力
cine,映画館
escena,シーン
tía,叔母
dando,与え
puntos,点数
teníamos,我々は持っていた
dejaste,左ます
muévete,進め
larga,長いです
solía,慣れている
tema,テーマ
preparado,準備
depende,場合によります
policías,警察
solos,1人
matarme,私を殺して
pon,置く
hubiese,持っていました
bebe,赤ちゃん
tanta,そんなに
oeste,西
parís,パリ
viento,風
jóvenes,若者
hacerme,自分
asiento,シート
estupendo,すごい
caminar,歩く
juicio,判定
creerlo,信じます
carga,ロード
tranquila,静かな
banda,バンド
estarán,なります
animal,動物
escuchen,聞く
encontraron,彼らは見つけた
dejas,あなたが聞かせて
tarjeta,カード
ibas,行き
podrás,あなたはできる
nueve,九
seguramente,もちろん
volverá,に戻るには
majestad,尊厳
llena,満杯
caer,秋
aeropuerto,空港
vayamos,私達は行く
acabado,終了
sigo,私はついていきます
enorme,甚大
área,範囲
muevas,動く
haberlo,私は持っている
dejen,離れる
ridículo,ばかげている
reloj,時計
hagamos,やろう
flores,フラワーズ
mapa,地図
culpable,有罪
cuentas,アカウント
pareja,相棒
tomando,撮影
laboratorio,ラボ
beso,接吻
empezó,それが開始します
pedí,私は尋ねた
nariz,鼻
cuestión,質問
terminó,終了した
vengo,私が来ます
perdona,赦し
acuerdas,覚えて
verano,夏
prefiero,好む
peso,重さ
oscuridad,暗闇
diferentes,違う
cliente,クライアント
cuántas,幾つか
televisión,テレビ
suya,彼女の物
prensa,プレス
vistazo,一目
inmediatamente,すぐに
solamente,それだけ
gordo,太い
quedarse,滞在する
posibilidad,可能性
medicina,薬
malditos,呪わ
pantalones,パンツ
mataron,彼らは殺されました
ayude,ヘルプ
podremos,我々はできます
locos,LOCOS
nombres,名
parecer,思われる
américa,アメリカ
definitivamente,絶対に
cinta,鉢巻き
desea,あなたが欲しいです
brazos,武器
asuntos,問題
riesgo,危険
escuché,聞く
lugares,場所
cuento,物語
noticia,ニュース
dígame,教えて
decirlo,私は言う
tonterías,愚かなもの
sentimientos,思い
objetivo,目的
pasada,合格
arreglar,修理
casado,結婚
bote,ボート
roja,赤
leyes,法制
millón,100万
árbol,木
hable,私が話した
proyecto,下書き
nervioso,非常に神経質
lana,ウール
salido,出てきた
pedazo,ピース
malas,悪い
joder,くそ
humana,人間
absolutamente,絶対
evitar,避ける
corriendo,急遽
bala,銃弾
vosotros,君
despues,後で
debido,期限
confianza,自信
especialmente,特に
intenta,試す
pequeños,小さなもの
paga,支払い
ganado,家畜
ama,愛
limpio,クレンジング
comenzar,始める
ángeles,エンジェル
robots,ロボット
lleve,私は運んだ
ruido,ノイズ
preocupe,心配
belleza,美しさ
salgan,離れる
come,食べる
verá,あなたが表示されます
deberían,したほうがいい
líder,リーダー
preguntar,聞く、質問する
inocente,無垢
lástima,残念
red,ネット
enfermedad,疾患
desgraciado,不運な
harán,意思
dientes,歯
maté,メイト
central,セントラル
ponte,置く
felices,ハッピー
supe,私が知っていました
haberte,ごめん
marcha,行進
poderes,権力
hubieras,持っていました
justicia,正義感
bella,美しい
dé,の
proteger,守ること
cabello,髪
pedido,注文
oscuro,暗い
embarazada,妊娠中
costa,海岸
dama,レディ
alguno,どれか
orgulloso,誇り
vos,君
tomado,とら
digamos,まあ言ってみれば
debió,彼が持っている必要があります
gana,欲望
cura,治す
lengua,言語
araña,クモ
podré,私はことができるようになります
voluntad,意思
total,合計
dedo,指
pago,支払い
agradezco,私は感謝します
partir,から
lucha,闘争
leche,ミルク
diste,あなたが与えました
copa,カップ
quedarte,止まる
seguros,保険
destruir,破壊する
bienvenidos,いらっしゃいませ
llevan,彼らは運ぶ
ponga,置く
lados,両側
acceso,アクセス
intentar,試す
trajo,彼がもたらしました
desastre,災害
deber,したほうがいい
herida,傷
débil,弱い
naturaleza,自然
luchar,闘争へ
extraña,変
encontraste,対照的に
vieron,彼らが見た
llámame,電話してね
imagen,写真
pan,パン
refieres,平均
clientes,顧客
varios,様々
show,見せる
auxilio,ヘルプ
oyes,聞く
siguen,従う
sentado,座っ
saliendo,出てきます
responsable,責任が
olvidado,忘れ
quedó,そうだった
permite,これは、ことができます
aquella,それ
puse,置いた
sonido,音
quiso,欲しがった
escrito,書かれました
carro,車
preciosa,美しい
muestra,見せる
bastardo,子なし
restaurante,飲食店
huevos,卵
fantasma,幽霊
mismos,同じ
profesional,プロフェッショナル
amas,愛
entero,全体
películas,フィルム
cerrado,閉まっている
dedos,指
sigan,従う
dueño,オーナー
cuchillo,ナイフ
turno,振り向く
tormenta,嵐
caray,わお
abierto,開いた
quede,止まる
verdadera,本物
mato,マト
doc,ドク
playa,ビーチ
km,キロ
victoria,勝利
primo,いとこ
oíste,聞こえたの
lisa,スムーズ
interior,中身
hechos,行為
piedra,結石
jodido,クソ
militar,軍隊
computadora,コンピューター
encantaría,愛
siga,従う
silla,椅子
movimiento,動き
momentos,瞬間
familiar,家族
apartamento,アパート
disparar,シュート
tesoro,宝物
perfecta,完全
refiero,つまり
motivo,理由
dará,に与えます
nuevas,ニュース
mr,氏
querer,欲しいです
matarlo,彼を殺せ
valiente,勇敢
víctima,被害者
tendrán,意思
estúpida,バカ
envió,運送
encantado,チャームド〜魔女3姉妹
diario,毎日
abran,開いた
sentí,感じた
autobús,バス
traído,持ってきた
casas,家
apúrate,急げ
encuentras,あなたが見つけます
descanso,壊す
sheriff,シェリフ
mueve,動きます
inglaterra,イングランド
quieto,まだ
matarte,殺す
calles,街
tamaño,サイズ
colegio,カレッジ
usando,使用して
cabo,ケープ
video,ビデオ
toques,タッチ
pelota,玉
yendo,行き
directo,直接
termine,私は終えた
vivos,生きている
sombrero,帽子
tomé,取る
estudio,勉強
grave,深刻
protección,保護
secretos,秘密
perdiendo,負け
pecho,胸
sepas,知る
enferma,病気
cuesta,料金
negros,黒
estrellas,出演者
lago,湖
clases,レッスン
obviamente,明らかに
inmediato,今RIGH
